,id.orig_p,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
9570,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9571,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9572,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9573,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9574,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9575,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9576,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9577,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9578,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9579,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9580,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9581,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9582,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9583,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9584,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9585,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9586,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9587,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9588,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9589,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9590,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9591,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9592,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9593,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9594,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9595,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9596,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9597,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9598,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9599,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9600,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9601,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9602,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9603,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9604,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9605,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9606,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9607,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9608,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9609,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9610,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9611,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9612,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9613,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9614,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9615,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9616,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9617,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9618,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9619,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9620,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9621,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9622,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9623,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9624,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9625,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9626,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9627,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9628,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9629,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9630,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9631,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9632,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9633,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9634,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9635,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9636,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9637,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9638,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9639,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9640,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9641,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9642,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9643,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9644,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9645,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9646,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9647,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9648,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9649,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9650,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9651,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9652,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9653,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9654,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9655,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9656,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9657,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9658,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9659,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9660,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9661,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9662,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9663,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9664,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9665,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9666,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9667,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9668,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9669,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9670,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9671,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9672,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9673,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9674,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9675,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9676,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9677,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9678,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9679,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9680,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9681,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9682,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9683,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9684,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9685,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9686,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9687,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9688,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9689,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9690,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9691,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9692,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9693,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9694,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9695,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9696,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9697,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9698,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9699,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9700,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9701,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9702,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9703,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9704,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9705,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9706,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9707,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9708,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9709,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9710,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9711,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9712,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9713,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9714,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9715,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9716,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9717,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9718,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9719,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9720,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9721,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9722,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9723,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9724,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9725,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9726,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9727,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9728,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9729,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9730,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9731,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9732,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9733,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9734,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9735,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9736,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9737,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9738,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9739,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9740,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9741,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9742,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9743,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9744,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9745,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9746,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9747,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9748,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9749,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9750,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9751,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9752,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9753,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9754,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9755,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9756,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9757,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9758,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9759,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9760,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9761,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9762,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9763,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9764,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9765,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9766,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9767,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9768,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9769,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9770,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9771,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9772,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9773,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9774,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9775,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9776,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9777,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9778,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9779,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9780,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9781,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9782,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9783,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9784,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9785,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9786,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9787,51977,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9788,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9789,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9790,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9791,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9792,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9793,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9794,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9795,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9796,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9797,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9798,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9799,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9800,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9801,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9802,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9803,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9804,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9805,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9806,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9807,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9808,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9809,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9810,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9811,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9812,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9813,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9814,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9815,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9816,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9817,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9818,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9819,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9820,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9821,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9822,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9823,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9824,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9825,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9826,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9827,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9828,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9829,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9830,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9831,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9832,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9833,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9834,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9835,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9836,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9837,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9838,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9839,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9840,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9841,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9842,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9843,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9844,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9845,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9846,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9847,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9848,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9849,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9850,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9851,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9852,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9853,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9854,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9855,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9856,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9857,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9858,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9859,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9860,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9861,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9862,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9863,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9864,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9865,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9866,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9867,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9868,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9869,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9870,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9871,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9872,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9873,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9874,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9875,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9876,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9877,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9878,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9879,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9880,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9881,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9882,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9883,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9884,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9885,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9886,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9887,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9888,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9889,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9890,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9891,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9892,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9893,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9894,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9895,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9896,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9897,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9898,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9899,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9900,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9901,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9902,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9903,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9904,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9905,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9906,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9907,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9908,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9909,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9910,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9911,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9912,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9913,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9914,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9915,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9916,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9917,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9918,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9919,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9920,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9921,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9922,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9923,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9924,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9925,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9926,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9927,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9928,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9929,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9930,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9931,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9932,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9933,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9934,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9935,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9936,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9937,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9938,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9939,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9940,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9941,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9942,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9943,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9944,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
9945,65279,80,tcp,,,,,OTH,0,C,0,0,0,0,Malicious
